,Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,GEO_ID,STATE,COUNTY,NAME,LSAD,CENSUSAREA,geometry,long_lat,NEWNAME,deer_density,deer_row,deer_dist
2996,Fayette County,West Virginia,54,19,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,2,4,0500000US54019,54.0,19.0,Fayette,County,661.55,"POLYGON ((-81.23163599999999 38.263514, -81.070465 38.210103, -80.98347299999999 38.222537, -80.882187 38.103457, -80.76986599999999 37.98527, -80.806316 37.868915, -80.94508999999999 37.819121, -81.09104099999999 37.849674, -81.07324899999999 37.875865, -81.29512699999999 37.889311, -81.296628 37.94401, -81.38082899999999 37.969109, -81.331503 38.167578, -81.23163599999999 38.263514))","(-81.08255342666166, 38.03031003757941)",Fayette County,10,2438,0
2997,Gilmer County,West Virginia,54,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0500000US54021,54.0,21.0,Gilmer,County,338.503,"POLYGON ((-80.60579899999999 38.904167, -80.701836 38.87886, -80.98495 38.717898, -81.056714 38.793322, -81.00277699999999 38.846025, -81.033632 39.009584, -80.81296999999999 39.109401, -80.74921399999999 39.099843, -80.728326 39.095679, -80.716815 39.00843, -80.60579899999999 38.904167))","(-80.86113171344606, 38.927330959173744)",Gilmer County,35,2297,0
2998,Grant County,West Virginia,54,23,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,3,0500000US54023,54.0,23.0,Grant,County,477.373,"POLYGON ((-78.97989799999999 39.237624, -79.08965499999999 39.038208, -79.045953 38.92871, -79.13429599999999 38.81334, -79.349867 38.957509, -79.349566 38.958709, -79.35766599999999 38.964509, -79.298164 39.07321, -79.355468 39.08650799999999, -79.289264 39.189706, -79.48717499999999 39.194906, -79.486873 39.20596099999999, -79.402911 39.250106, -79.378687 39.27192, -79.2800391966709 39.3400762076463, -79.134456 39.312501, -78.97989799999999 39.237624))","(-79.19848921360378, 39.108782147898786)",Grant County,35,2262,0
2999,Greenbrier County,West Virginia,54,25,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,22,0500000US54025,54.0,25.0,Greenbrier,County,1019.569,"POLYGON ((-80.882187 38.103457, -80.711961 38.079129, -80.436514 38.267334, -80.36004799999999 38.225845, -80.36329499999999 38.114331, -80.264653 38.046616, -80.169169 38.036111, -79.95984399999999 38.063697, -79.978427 38.029082, -80.00250699999999 37.992767, -80.0552780389292 37.9517018714076, -80.130464 37.893194, -80.14613 37.884453, -80.14731599999999 37.885936, -80.14896367721219 37.8860574048899, -80.16220199999999 37.875122, -80.227092 37.798886, -80.2315510867228 37.7925910090732, -80.25741099999999 37.756084, -80.262765 37.738336, -80.260313 37.733517, -80.2593421896724 37.7312048380123, -80.263936 37.719137, -80.28710699999999 37.696403, -80.296138 37.691783, -80.45065099999999 37.683858, -80.663348 37.731696, -80.806316 37.868915, -80.76986599999999 37.98527, -80.882187 38.103457))","(-80.45641644743355, 37.94446874578552)",Greenbrier County,10,2435,0
3000,Hampshire County,West Virginia,54,27,1,3,0,0,0,0,0,1,2,2,5,8,5,11,25,20,30,35,0500000US54027,54.0,27.0,Hampshire,County,640.249,"POLYGON ((-78.508132 39.08862999999999, -78.89969499999999 39.199137, -78.97989799999999 39.237624, -78.850723 39.331093, -78.76744699999999 39.447238, -78.65732393875319 39.5350874792187, -78.65598399999999 39.534695, -78.565929 39.519444, -78.468639 39.516789, -78.347087 39.466012, -78.362267 39.357784, -78.34048 39.353492, -78.35893999999999 39.319484, -78.360035 39.317771, -78.39978499999999 39.244129, -78.399669 39.243874, -78.423968 39.212049, -78.42791099999999 39.208611, -78.42980299999999 39.207014, -78.431167 39.205744, -78.43213 39.204717, -78.43705299999999 39.199766, -78.43865099999999 39.198049, -78.42672218658799 39.1889029634034, -78.41073999999999 39.171983, -78.41837699999999 39.156656, -78.43942899999999 39.132146, -78.459869 39.113351, -78.508132 39.08862999999999))","(-78.61110559502852, 39.3142167026001)",Hampshire County,35,2232,0
3001,Hancock County,West Virginia,54,29,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,12,27,50,0500000US54029,54.0,29.0,Hancock,County,82.609,"POLYGON ((-80.519054 40.517922, -80.51869188162929 40.4773654237981, -80.5179979285125 40.39964398036449, -80.573784 40.399755, -80.61734587754231 40.3960035676543, -80.612295 40.434867, -80.599194 40.482566, -80.610259 40.490962, -80.666917 40.573664, -80.667957 40.582496, -80.665892 40.587728, -80.634355 40.616095, -80.62717099999999 40.619936, -80.601494 40.625387, -80.594065 40.623664, -80.58904099999999 40.620128, -80.56072 40.62368, -80.518991 40.638801, -80.51903899999999 40.616391, -80.519086 40.616385, -80.519086 40.59016099999999, -80.51905499999999 40.590173, -80.51905699999999 40.517922, -80.519054 40.517922))","(-80.57571520596281, 40.52208987829908)",Hancock County,50,2079,0
3002,Hardy County,West Virginia,54,31,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,3,12,0500000US54031,54.0,31.0,Hardy,County,582.312,"POLYGON ((-78.571901 39.03199499999999, -78.565837 39.026303, -78.554222 39.019672, -78.557647 39.013189, -78.60165499999999 38.964603, -78.7109492897882 38.9101748341798, -78.7141347959485 38.911175992906, -78.7169562386179 38.9162727971184, -78.71975499999999 38.922135, -78.71980599999999 38.922638, -78.757278 38.903203, -78.77919799999999 38.892298, -78.78803099999999 38.885123, -78.80818099999999 38.856175, -78.83519099999999 38.811499, -78.869276 38.762991, -78.99399699999999 38.850102, -78.999752 38.846162, -79.05535399999999 38.782213, -79.057253 38.761413, -79.13429599999999 38.81334, -79.045953 38.92871, -79.08965499999999 39.038208, -78.97989799999999 39.237624, -78.89969499999999 39.199137, -78.508132 39.08862999999999, -78.54411120697171 39.0566758782975, -78.571901 39.03199499999999))","(-78.85886644235553, 39.00593244859519)",Hardy County,35,2277,0
3003,Harrison County,West Virginia,54,33,0,2,2,1,1,0,0,0,0,1,0,0,0,2,2,2,4,18,0500000US54033,54.0,33.0,Harrison,County,416.008,"POLYGON ((-80.544521 39.42912, -80.515598 39.43774, -80.512663 39.458612, -80.49399099999999 39.461148, -80.494085 39.469599, -80.29369299999999 39.434312, -80.19728599999999 39.393186, -80.166387 39.242283, -80.224687 39.170977, -80.22717299999999 39.112792, -80.24039399999999 39.113145, -80.24877099999999 39.100809, -80.300209 39.103857, -80.596126 39.167069, -80.52570899999999 39.209429, -80.603684 39.291041, -80.531808 39.360121, -80.544521 39.42912))","(-80.37583288805864, 39.28321921858826)",Harrison County,50,2244,0
3004,Jackson County,West Virginia,54,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0500000US54035,54.0,35.0,Jackson,County,464.348,"POLYGON ((-81.522166 38.612746, -81.632836 38.55437, -81.696348 38.626427, -81.74768299999999 38.684134, -81.77284299999999 38.680843, -81.90864499999999 38.87846, -81.87485699999999 38.881174, -81.75999499999999 38.925828, -81.756131 38.933545, -81.764253 39.015279, -81.772854 39.026179, -81.79330399999999 39.040353, -81.803355 39.047678, -81.811655 39.05957799999999, -81.814155 39.073478, -81.812355 39.082078, -81.747253 39.095378, -81.747253016637 39.0953785830043, -81.581447 39.026179, -81.502628 38.917922, -81.54663099999999 38.672387, -81.522166 38.612746))","(-81.67198125933106, 38.83280243703793)",Jackson County,50,2300,0
3005,Jefferson County,West Virginia,54,37,6,2,8,5,11,12,3,24,33,43,34,33,26,25,21,18,12,29,0500000US54037,54.0,37.0,Jefferson,County,209.635,"POLYGON ((-77.80782099999999 39.490241, -77.76544199999999 39.428574, -77.739204 39.38573, -77.760435 39.344171, -77.760586 39.338864, -77.75578899999999 39.333899, -77.727379 39.321666, -77.71902899999999 39.32112499999999, -77.75026699999999 39.28928399999999, -77.75335699999999 39.280331, -77.75305999999999 39.277971, -77.75310499999999 39.27734, -77.75519299999999 39.275191, -77.755698 39.274575, -77.75841199999999 39.269197, -77.75873299999999 39.268114, -77.761217 39.263721, -77.761768 39.263031, -77.768 39.25765699999999, -77.768992 39.256417, -77.76727699999999 39.24938, -77.77141499999999 39.236776, -77.822182 39.139985, -77.82815699999999 39.132329, -78.03284099999999 39.264403, -78.0331829854712 39.2646243807187, -78.03318488923149 39.2646256130981, -77.96695299999999 39.367164, -77.82541083601569 39.4940359962694, -77.80782099999999 39.490241))","(-77.86398935566798, 39.31149276920179)",Jefferson County,35,2240,0
3006,Kanawha County,West Virginia,54,39,3,1,1,0,0,0,0,1,3,0,1,0,0,1,2,9,12,20,0500000US54039,54.0,39.0,Kanawha,County,901.587,"POLYGON ((-81.522166 38.612746, -81.465372 38.549898, -81.194113 38.527634, -81.283872 38.472029, -81.23143399999999 38.263716, -81.23163599999999 38.263514, -81.331503 38.167578, -81.38082899999999 37.969109, -81.41433099999999 37.973508, -81.438531 37.968008, -81.456632 37.987307, -81.51583599999999 38.11236, -81.64368499999999 38.220401, -81.83346999999999 38.20957, -81.81823399999999 38.316751, -81.91519699999999 38.32559699999999, -81.900222 38.398572, -81.72580099999999 38.46662, -81.750547 38.591014, -81.696348 38.626427, -81.632836 38.55437, -81.522166 38.612746))","(-81.5277797098772, 38.33909028569885)",Kanawha County,1,2374,0
3007,Lewis County,West Virginia,54,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,0500000US54041,54.0,41.0,Lewis,County,384.895,"POLYGON ((-80.45733199999999 38.739169, -80.44614799999999 38.777514, -80.60579899999999 38.904167, -80.716815 39.00843, -80.728326 39.095679, -80.596126 39.167069, -80.300209 39.103857, -80.317486 38.958647, -80.386989 38.874808, -80.393063 38.727571, -80.404748 38.723439, -80.42664099999999 38.731004, -80.44467299999999 38.726729, -80.45733199999999 38.739169))","(-80.50003684897166, 38.99239803641509)",Lewis County,50,2290,0
3008,Lincoln County,West Virginia,54,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0500000US54043,54.0,43.0,Lincoln,County,437.039,"POLYGON ((-81.91519699999999 38.32559699999999, -81.81823399999999 38.316751, -81.83346999999999 38.20957, -81.927565 38.152492, -81.932507 38.025356, -82.190658 37.974778, -82.30639099999999 37.94363999999999, -82.20386499999999 38.023606, -82.283316 38.141936, -82.264849 38.229199, -82.17679 38.3396, -82.047128 38.374432, -82.04858899999999 38.290138, -81.99177399999999 38.269085, -81.91519699999999 38.32559699999999))","(-82.07338762229251, 38.16985136895673)",Lincoln County,10,2417,0
3009,Logan County,West Virginia,54,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0500000US54045,54.0,45.0,Logan,County,453.737,"POLYGON ((-81.802937 37.660508, -81.930238 37.682011, -81.991744 37.642707, -82.08264799999999 37.701565, -82.11241099999999 37.854039, -82.190658 37.974778, -81.932507 38.025356, -81.97970599999999 37.99136, -81.785641 37.936404, -81.72213599999999 37.809507, -81.60753199999999 37.788709, -81.764737 37.752108, -81.701734 37.701409, -81.802937 37.660508))","(-81.93367509660486, 37.828621927155304)",Logan County,1,2487,0
3010,McDowell County,West Virginia,54,47,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0500000US54047,54.0,47.0,McDowell,County,533.456,"POLYGON ((-81.85593899999999 37.54891, -81.729433 37.494585, -81.654431 37.523312, -81.465845 37.484703, -81.311201 37.424509, -81.362156 37.337687, -81.366315 37.335927, -81.367052 37.334504, -81.36809 37.332423, -81.369379 37.331827, -81.367599 37.327569, -81.371315 37.324115, -81.377349 37.318447, -81.38015899999999 37.317838, -81.38412699999999 37.318596, -81.38491399999999 37.318832, -81.38580999999999 37.320085, -81.38672699999999 37.320474, -81.388132 37.319903, -81.40919599999999 37.286071, -81.409729 37.284837, -81.50416799999999 37.250115, -81.50488 37.247697, -81.50732499999999 37.2338, -81.557315 37.207697, -81.558353 37.208145, -81.560625 37.206663, -81.678603 37.202467, -81.683544 37.211452, -81.728194 37.239823, -81.73331999999999 37.238127, -81.7383783968605 37.2409169334065, -81.74429099999999 37.244178, -81.74342 37.245858, -81.743505 37.247601, -81.74765599999999 37.264329, -81.75129 37.265131, -81.752123 37.265568, -81.75291199999999 37.266614, -81.75501199999999 37.26772, -81.757531 37.27001, -81.75771399999999 37.271124, -81.75773 37.271934, -81.75763099999999 37.274003, -81.76021999999999 37.275254, -81.761752 37.275713, -81.762776 37.275391, -81.763836 37.275218, -81.76519499999999 37.275099, -81.767837 37.274216, -81.77468399999999 37.274807, -81.77474699999999 37.274847, -81.793425 37.281674, -81.793639 37.282188, -81.809184 37.283003, -81.810559 37.28297999999999, -81.84231 37.285556, -81.84316699999999 37.285586, -81.85405899999999 37.291352, -81.853488 37.294763, -81.85446499999999 37.299937, -81.853978 37.300418, -81.86475999999999 37.308404, -81.865219 37.308839, -81.87321299999999 37.325065, -81.878343 37.328837, -81.87871299999999 37.331753, -81.87960099999999 37.332074, -81.88088599999999 37.331146, -81.885075 37.330665, -81.88695199999999 37.330725, -81.887722 37.331156, -81.892876 37.330134, -81.893773 37.330105, -81.894768 37.331381, -81.894797 37.332012, -81.895489 37.33202199999999, -81.896001 37.331967, -81.89945899999999 37.340277, -81.899495 37.341102, -81.902992 37.34234, -81.903795 37.34305, -81.905945 37.342775, -81.906368 37.34276, -81.90732199999999 37.343119, -81.907895 37.34378299999999, -81.91087499999999 37.348729, -81.91148699999999 37.348839, -81.920711 37.355416, -81.921571 37.356423, -81.92564299999999 37.357316, -81.92658899999999 37.358942, -81.92991499999999 37.366589, -81.930194 37.36672799999999, -81.93389499999999 37.372747, -81.92748999999999 37.413251, -81.935621 37.43839699999999, -81.949367 37.445687, -81.968795 37.451496, -81.98700599999999 37.454878, -81.99226999999999 37.460916, -81.996578 37.476705, -81.99291599999999 37.482969, -81.94264 37.508844, -81.92787 37.512118, -81.922628 37.511914, -81.912826 37.52041, -81.909374 37.527041, -81.89795099999999 37.524395, -81.889236 37.528387, -81.88605 37.536744, -81.882936 37.53821, -81.869439 37.53781, -81.865239 37.54361, -81.85593899999999 37.54891))","(-81.65268429693603, 37.382027630269995)",McDowell County,1,2600,0
3011,Marion County,West Virginia,54,49,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0,0,1,13,0500000US54049,54.0,49.0,Marion,County,308.735,"POLYGON ((-80.494085 39.469599, -80.49816299999999 39.563327, -80.39581 39.637347, -80.153532 39.610426, -79.938878 39.452465, -80.08678499999999 39.386463, -80.19728599999999 39.393186, -80.29369299999999 39.434312, -80.494085 39.469599))","(-80.2411983903717, 39.51065117230658)",Marion County,50,2218,0
3012,Marshall County,West Virginia,54,51,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,12,0500000US54051,54.0,51.0,Marshall,County,305.431,"POLYGON ((-80.82861842416489 39.7208475441344, -80.81234150786959 39.8488454595271, -80.806179 39.897306, -80.809619 39.905626, -80.808722 39.91257, -80.80601799999999 39.91713, -80.759455 39.958233, -80.743166 39.969113, -80.74012599999999 39.970793, -80.7320512507026 40.0332397882628, -80.51912 40.01641, -80.51920699999999 39.963381, -80.519218 39.962424, -80.5192168880039 39.9621993767921, -80.51920299999999 39.959394, -80.51917499999999 39.956648, -80.519115 39.939188, -80.51924799999999 39.936967, -80.51934199999999 39.721403, -80.82861842416489 39.7208475441344))","(-80.65984306875815, 39.86363559554013)",Marshall County,50,2167,0
3013,Mason County,West Virginia,54,53,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0500000US54053,54.0,53.0,Mason,County,430.748,"POLYGON ((-81.77284299999999 38.680843, -81.95579099999999 38.657355, -82.064562 38.607985, -82.055127 38.474547, -82.21896699999999 38.591683, -82.19382399999999 38.593096, -82.181967 38.599384, -82.177267 38.603784, -82.175167 38.608484, -82.172066 38.619284, -82.172066 38.625984, -82.182467 38.708782, -82.18826799999999 38.734082, -82.198882 38.757725, -82.220449 38.773739, -82.221566 38.787187, -82.21575899999999 38.797462, -82.19117199999999 38.815137, -82.184428 38.816529, -82.139279 38.866407, -82.0987616923302 38.9582883465533, -82.093165 38.97098, -82.051563 38.994378, -82.04566299999999 39.003778, -82.041563 39.017878, -82.035963 39.025478, -82.017562 39.030078, -82.00226099999999 39.027878, -81.935619 38.9895, -81.919783 38.968494, -81.900595 38.937671, -81.89847 38.929603, -81.90091 38.924338, -81.926671 38.901311, -81.92835199999999 38.895371, -81.92696699999999 38.891602, -81.90864499999999 38.87846, -81.77284299999999 38.680843))","(-82.02645529757473, 38.77063545972393)",Mason County,50,2311,0
3014,Mercer County,West Virginia,54,55,0,0,0,0,1,0,0,1,0,2,1,0,2,3,3,2,0,8,0500000US54055,54.0,55.0,Mercer,County,418.993,"POLYGON ((-81.222121 37.510416, -81.19932 37.574515, -81.09463 37.588658, -80.8595583340221 37.42955508167901, -80.86276099999999 37.411829, -80.87258899999999 37.372347, -80.849451 37.346909, -80.90053499999999 37.315, -80.919259 37.306163, -80.947896 37.295872, -80.966556 37.292158, -80.973889 37.291444, -80.98004415863319 37.293117560554, -80.98132199999999 37.293465, -81.03465199999999 37.290751, -81.084012 37.284401, -81.112596 37.278497, -81.167029 37.262881, -81.204774 37.243013, -81.225104 37.234874, -81.320105 37.299323, -81.362156 37.337687, -81.311201 37.424509, -81.222121 37.510416))","(-81.1091781553651, 37.4036574652515)",Mercer County,10,2590,0
3015,Mineral County,West Virginia,54,57,1,0,0,0,0,0,1,0,0,5,0,1,0,2,6,8,14,22,0500000US54057,54.0,57.0,Mineral,County,327.83,"POLYGON ((-78.97989799999999 39.237624, -79.134456 39.312501, -79.2800391966709 39.3400762076463, -79.25688 39.356077, -79.21319199999999 39.367897, -79.20167599999999 39.379726, -79.08444999999999 39.471356, -79.0670720421018 39.4746582670293, -79.04244 39.479339, -79.02568099999999 39.465539, -78.96899599999999 39.441543, -78.87474399999999 39.522611, -78.824788 39.590233, -78.7874608285869 39.627491527375, -78.760497 39.609984, -78.76902880513279 39.59987058605189, -78.77204754944169 39.5938330535598, -78.76749 39.587487, -78.76019599999999 39.582154, -78.689455 39.54577, -78.676219 39.540622, -78.65732393875319 39.5350874792187, -78.76744699999999 39.447238, -78.850723 39.331093, -78.97989799999999 39.237624))","(-78.94716572978801, 39.41087357936505)",Mineral County,35,2216,0
3016,Mingo County,West Virginia,54,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0500000US54059,54.0,59.0,Mingo,County,423.109,"POLYGON ((-81.802937 37.660508, -81.85593899999999 37.54891, -81.865239 37.54361, -81.869439 37.53781, -81.882936 37.53821, -81.88605 37.536744, -81.889236 37.528387, -81.89795099999999 37.524395, -81.909374 37.527041, -81.912826 37.52041, -81.922628 37.511914, -81.92787 37.512118, -81.96829699999999 37.537798, -81.998177 37.543082, -81.999844 37.542579, -82.008274 37.533357, -82.04852099999999 37.531078, -82.116584 37.559588, -82.12589199999999 37.574031, -82.125601 37.579021, -82.141814 37.595052, -82.21966999999999 37.643046, -82.25027999999999 37.657776, -82.297011 37.687273, -82.30723499999999 37.707669, -82.325739 37.735799, -82.3264036648637 37.7408153511458, -82.319023 37.758892, -82.32986699999999 37.775897, -82.4002344370772 37.85183296211081, -82.30639099999999 37.94363999999999, -82.190658 37.974778, -82.11241099999999 37.854039, -82.08264799999999 37.701565, -81.991744 37.642707, -81.930238 37.682011, -81.802937 37.660508))","(-82.13351915759749, 37.72761333439227)",Mingo County,1,2502,0
